,Title,Body,Date,URL
376,"
New Appointments Meant to Improve Country's Defense: Palace
","
The Presidential Palace said the changes in leadership at the Interior and Defense Ministries are intended to improve the management of the country's defense amid the heavy fighting now taking place across the country.
“For the better management of security and defense affairs, General Besmellah Mohammadi and General Abdul Satar Merzkowal were appointed as Acting Defense Minister and Acting Interior Minister, respectively,” said Mohammad Amiri, a deputy spokesman for the Presidential Palace.
A spokeswoman for the Independent Directorate of Local Governance (IDLG) said that the changes and reforms are based on the political and security situation in the provinces and that changes may also be made in the area of local governance to improve the situation in the provinces.
The IDLG has appointed new governors for Sar-e-Pul, Zabul, and Faryab provinces, and has said the changes will improve the political and security situation in those provinces.
“Any changes made within local governance, generally they are made for the continuation of the republic system, for the improvement of local governance and to provide better services for the people, considering the political, security, and social situation. Changes may come in the future as well,” said a spokeswoman for the Independent Directorate of Local Governance, Narges Momand.
Some members of the Wolesi Jirga, the lower house of Parliament, said the changes and reforms in the security and defense institutions are late and ill-timed, as districts are falling to the Taliban, but there are still hopes that the situation will be managed and it will come under the government's control soon.
“The changes that came should have come a year ago. Until there are changes at the district and provincial levels, I would say to the President that the changes won’t be effective,” said MP Abdul Rauf Shpoon.
Four days ago, President Ashraf Ghani appointed Besmellah Khan Mohammadi as the acting minister of defense, Abdul Satar Mirzkowal as the acting minister of interior, and Hamidullah Tokhi, Abdul Haq Shafaq, and Enayatullah Kamal as governors of Zabul, Sar-e Pol, and Faryab provinces, respectively.
",2021-06-22T19:50:03+0430,https://tolonews.com/afghanistan-173010
377,"
ANDSF Recaptures Three Districts in North as War Intensifies
","
The Afghan government on Tuesday said that the Afghan National Security and Defense Forces (ANDSF) recaptured three strategic districts from the Taliban: Balkh district in Balkh, Dushi district in Baghlan and Ali Abad district in Kunduz.
However, local sources said that over the past 24 hours the Taliban has captured several districts from the ANDSF in the country.
The districts which fell to the Taliban are Gul Tapa, Ali Abad and Chahardara districts in Kunduz, Baghlan-e-Markazi and Nahrain districts in Baghlan, Khamab and Qarqin districts in Jawzjan, Jaghato in Maidan Wardak, Lajmangal and Ahmadkhel in Paktia, Shajoy in Zabul, Maiwand in Kandahar and Choora in Uruzgan.
In the northern part of the country, fighting continues in these provincial capitals: Kunduz city in Kunduz, Maimana in Faryab, Taluqan in Takhar, Pul-e-Khumri in Baghlan and Sar-e-Pul city in Sar-e-Pul.
Local sources said that the war has now reached the outskirts of Kunduz city. They said that the security forces have also withdrawn from the Sher Khan Bandar port area, which borders Tajikistan.
“Currently the war is raging in Sher Khan Bandar, we do have sufficient weaponry in Kunduz,” said Baseera Rasouli, an MP from Kunduz.
“Kunduz is under attack from three or four directions, the situation is distressing, the shops are locked,” said Imamuddin, a resident in Kunduz.
The fighting in Kunduz is displacing people.
“We have been destroyed, there is no way to go to Kabul or other areas,” said Ainuddin, a resident of Kunduz city.
“Special operation units have changed and are in control of the situation, we are now at the frontline,” said Mohammad Ali Yazadani, the commander of Special Operation Corps.
According to reports, fighting is also underway between the ANDSF and the Taliban in suburbs of Pul-e-Khumri city.
“Pul-e-Khumri city will not fall, at any cost. The people should carry on their business and duties with a peaceful mind,” said Safiullah Mazlom, the head of the Baghlan security department.
Fighting was also reported in the city of Maimana in Faryab and Taluqan in Takhar.
“If the central government does not concentrate, we will witness a human tragedy and human catastrophe,” said Lotfullah, a resident in Takhar province.
“Faryab is on the verge of collapse, the people of Faryab are very concerned,” said Darwish, a resident in Faryab.
“If the central government does not take action, we will lose Samkanai, Janikhel and all of Paktia,” said Taj Mohammad Mangal, a member of Paktia's provincial council.
“All problems will be resolved very soon,” said Ajmal Omar Shinwari, a spokesman for the ANDSF.
With the fall of 13 district centers in the past 24 hours, the total number of centers taken by the Taliban in the past two months is 70.
",2021-06-22T18:28:16+0430,https://tolonews.com/afghanistan-173011
378,"
Hundreds of Public Forces Deployed to Guard Mazar-e-Sharif
","
Lawmakers from Balkh province in Afghanistan’s parliament and prominent political figures in Balkh on Tuesday said that hundreds of public uprising forces have been deployed in the main areas of Mazar-e-Sharif city to protect the city from a possible attack by the Taliban.
They said that the Taliban has been pushed back from the main gates of Mazar-e-Sharif, and they pledged that security will be maintained at any cost.
This comes as the Taliban has already taken control of seven districts centers in Balkh. In recent days, insurgents were seen intensifying their attacks in the outskirts of the city of Mazar-e-Sharif.
“If there are assurances about the delivery of weapons and other supplies to our people, there are more than 10,000 young people who are ready to defend Balkh and the north,” said Abbas Ibrahimzada, the head of Hizb-e-Wahdat-e-Naweein Afghanistan party.
On Monday the centers of Balkh, Chimtal, Kashinda, Sholgara and Dawlatabad districts fell to the Taliban. Later on the Taliban intensified attacks near Mazar-e-Sharif city.
“In Dasht-e-Shor, people loyal to Hizb-e-Wahdat-e-Naween have established three to four checkpoints—also toward Balkh district, Jamiat-e-Islami and Harakat-e-Islami have pledged to mobilize the people toward the Nasaji area,” said Raees Abdul Khaliq, a member of parliament.
The political or group affiliations of those who have shown a willingness to operate under the public uprising forces have not yet been confirmed, but Mohammad Farhad Azimi, the governor of Balkh province, said that hundreds of them are supporters of political parties.
“The enemies of the country tried to infiltrate here to Mazar-e-Sharif, we will fight until the last drop of our blood and will defend our country,” said Samiullah, a member of the public uprising force.
The 209 Shaheen Army corps has said that security forces have retaken the center of Balkh from the Taliban. The Taliban has denied this claim.
Officials in Balkh said that Afghan forces will soon launch a clearance operation to retake the territories lost to the Taliban.
",2021-06-22T20:16:09+0430,https://tolonews.com/afghanistan-173013
379,"
Taliban Attacks Prove Group Has Not Changed: Ghani Aide
","
Following repeated attacks by the Taliban in various parts of the country, particularly in the north, President Ghani’s senior adviser Waheed Omer said on Tuesday that the group, with its attacks and “subversive” activities in the last month, has proved that it has not changed at all.  
Addressing a gathering to introduce Brig. Gen. Ajmal Omar Shinwari as spokesman for the security and defense forces, Omer said that recent attacks by the Taliban have caused hopes for peace in Afghanistan to vanish.
“Talib is the one who kills journalists, religious scholars. Talib is the one who goes everywhere and destroys bridges, schools and clinics,” Omer said. 
Moreover, hundreds of tribal elders and locals have taken up arms, forming various groups in Parwan, Kapisa, Baghlan, Kunduz, Takhar and Balkh provinces to fight alongside security forces on the frontlines against the Taliban. 
Some former mujahedeen leaders and residents of Jabal Siraj district in Parwan on Tuesday formed a social council of mujahedeen, warning that they will support the security forces on the frontlines if the Taliban violence continues. 
“Parwan should prepare 10,000 forces to defend Parwan and other neighboring provinces,” said Noor Habib Gulbahari, a former mujahedeen commander in Parwan. 
In Kapisa, a central province that neighbors Parwan and is north of Kabul, a group of former mujahedeen commanders mobilized residents to arm themselves and defend their areas. 
“The people are ready to go to the frontlines and fight international terrorism,” said Mohammad Husain Sanjani, the head of the Kapisa provincial council. 
In Baghlan province in northern Afghanistan, a large number of locals have mobilized to fight the Taliban. 
“Our personnel are on the frontlines. The personnel that you see here are the reserve forces,” said a public uprising forces commander in Baghlan. 
This is the first time that the public has shown a willingness to fight against the Taliban in such large numbers since the group increased its attacks. 
Ata Mohammad Noor, the head of the splinter faction of Jamiat-e-Islami Afghanistan, has pledged to mobilize the public in Balkh against the Taliban and to clear the province and restore stability.
“God forbid, the fall of Balkh means the fall of the north and the fall of the north means the fall of Afghanistan. We have experienced this. It is not a story, it is history,” Noor said. “We will not allow it to fall. We are here with a firm commitment to return security to the people and we will not leave them alone.” 
Some are against the mobilization of the public, saying it will increase the violence. 
“The mobilization of the people by politicians under the pretext of supporting security forces--with the use of public uprising forces--fuels the war from one side and from the other it affects Afghanistan’s stance in foreign policy,” said Habib-ur-Rahman Naqi, a member of the leadership council of Hizb-e-Islami. 
This comes as President Ghani met with influential political leaders on Monday to mobilize politicians to build a national consensus to manage the current situation. 
",2021-06-22T20:03:09+0430,https://tolonews.com/afghanistan-173014
380,"
Travel on Afghan Highways Increasingly Dangerous
","
Amid fighting around the country, passengers in northern and southern provinces are worried about the growing security threats on most of the major highways. 
A number of travelers in the north of the country said that the Taliban has set up checkpoints in several areas along the Baghlan-Kunduz Highway.
“The state opponents have captured all highways; now, they have reached up to Dushi in Baghlan province, therefore most of the drivers are faced with problems,” said Wahidullah, a driver on Baghlan-Kundoz Highway.
Zabihullah, a passenger in the north, said: “There are four Taliban checkpoints, from Panjshanba Bazaar to Khenjan, they have parked big trucks in the street and they stop every car that comes.”
The four major highways of the country, including Kabul-Kandahar, Kabul-North, Kabul-Gardiz, and Kabul-Jalalabad are insecure these days, as the Taliban has escalated their attacks on districts and cities across the country.
Among the four major highways in the country, Kabul-Jalalabad Highway is still partly safe in comparison to others, say drivers.
Najibullah, who drives on the Kabul-Kandahar Highway, said: “Passing from Arghandeh, there are Taliban up to Kandahar, they stop everyone and do a body search.”
Samiullah, a traveler on the Kabul-Kandahar Highway, said: “None of the roads are safe and in a good condition, all bridges are destroyed, the Taliban stop people everywhere they find them and do a body search of them.”
Passengers and drivers say that sometimes government vehicles are being targeted and attacked by the Taliban fighters while they are traveling on these highways.
“We were stranded in the highway up to 10 PM, then the Taliban released us,” said Nazir, a driver on the Kabul-North Highway.
“The situation is not good, the Taliban harass passengers,” said Mansour, a passenger on the Kabul-North Highway.
Meanwhile, several passengers on the Kabul-Kandahar Highway said that sometimes clashes between the Taliban and security forces leave people and drivers stranded for hours.
In addition to the presence of the Taliban, the extortion by government forces is another problem that highway drivers complain about.
",2021-06-22T20:34:21+0430,https://tolonews.com/afghanistan-173015
381,"
UN Envoy Criticizes Taliban's ‘Intensive Military Campaign’
","
The UN envoy in Afghanistan Deborah Lyons in a briefing to the United Nations Security Council on Tuesday said the recent “intensive military campaign” by the Taliban will lead to continued violence in the country, and she reiterated that any attempt to install a government in Kabul by force will go against everyone’s interest. 
Lyons said the Taliban’s intensive military campaign “will lead to increased and prolonged violence that would extend the suffering of the Afghan people and threaten to destroy much of what has been built and hard won in the last two decades.” 
She said that the Taliban’s recent advances are even more significant and are as a result of an intensified military campaign. More than 50 of Afghanistan’s 370 districts have fallen since the beginning of May.  
Most districts that have been taken surround provincial capitals, suggesting that the Taliban are positioning themselves to try and take these capitals once foreign forces are fully withdrawn.  
“This military campaign runs directly counter to recent statements by the head of the Taliban Political Commission that, and I quote, ‘We are committed to forging ahead with the other sides in an atmosphere of mutual respect and reach an agreement,’” she said. 
For the Taliban to continue this intensive military campaign would be a tragic course of action, Lyons said.  
“It should be emphatically clear that any efforts to install a militarily imposed government in Kabul would go against the will of the Afghan people, and against the stated positions of the regional countries and the broader international community,” she hinted. 
This comes as sources said Tuesday that 13 districts have fallen to the Taliban in the last 24 hours while the government retook control of three districts in the same period. 
The UN envoy said that they hoped to accelerate the stalled negotiations in Doha through a proposed conference in Turkey in April but the Taliban “never officially responded to the invitation.” 
She said that given the enormous suffering, UNAMA stresses the importance of putting victims and their needs at the forefront of the peace negotiations.  
“This must include specific protections for minorities. The ongoing, frequent attacks against the Hazara community in Kabul are a terrible reminder of how the overall conflict is being used to target certain groups,” she added. 
She hinted that there is still time to prevent the worse-case scenario from materializing.  
“We must accept the reality -- increased conflict in Afghanistan means increased insecurity for many other countries, near and far,” she added. “Regional countries have an important role to play in helping Afghanistan to stabilize and integrate more fully into the region.” 
",2021-06-22T20:39:09+0430,https://tolonews.com/afghanistan-173017
382,"
Five Civilians Killed, 20 Wounded in Kandahar Blast
","
Five civilians were killed and 20 more, including women and children, were wounded in a roadside bomb blast in the southern province of Kandahar on Tuesday night, the provincial police said on Wednesday. 
The incident happened on Kabul-Kandahar Highway in Maiwand district in Kandahar on Tuesday night after a passenger vehicle was hit by a roadside mine, police said.
Health officials confirmed the casualties and said “the wounded include women and children.” 
No group, including the Taliban, has claimed responsibility for the blast. 
This comes as Maiwand district fell to Taliban following clashes on Monday.
",2021-06-23T10:20:05+0430,https://tolonews.com/afghanistan-173022
383,"
Atmar to UN: Taliban Not Fulfilling Commitments
","
Foreign Minister Mohammad Haneef Atmar on Tuesday night spoke to the United Nations Security Council online and said that the Taliban has increased violence against Afghans, especially civilians, despite the foreign troop withdrawal from Afghanistan and he said the group has failed to live up to its commitments. 
The members of the UN Security Council condemned ""in the strongest possible terms"" the recent attacks on schools, deminers in northern Baghlan province and civilians in Afghanistan, the Afghan Ministry of Foreign Affairs said in a statement. 
The Afghan ministry reported that the UN said that the rights of women, children and men are not negotiable under any conditions. 
“The Taliban regime is completely unacceptable, and the international community does not support its return,” MoFA said, adding that the UN statement ""expressed its support for the resumption of meaningful talks that lead to a ceasefire and lasting peace in Afghanistan.”
International participants reassured the country that “they will continue to support the Afghan government, including the security forces, and maintain the achievements of the last two decades,” MoFA said. 
At the meeting, Atmar spoke about the violation of the Taliban's commitments. 
“The Taliban has escalated the violence despite the fact that the withdrawal of US troops from Afghanistan has begun,” Atmar said. “The Taliban has not fulfilled its commitment to cut ties with regional and international terrorist groups and has not participated in meaningful peace talks for months,”  he said. 
In the meantime, the UN envoy in Afghanistan Deborah Lyons in a briefing to the United Nations Security Council said the recent “intensive military campaign” by the Taliban will lead to continued violence in the country, and she reiterated that any attempt to install a government in Kabul by force will go against everyone’s interest.  
Lyons said the Taliban’s intensive military campaign “will lead to increased and prolonged violence that would extend the suffering of the Afghan people and threaten to destroy much of what has been built and hard-won in the last two decades.”  
She said that the Taliban’s recent advances are even more significant and are the result of an intensified military campaign. More than 50 of Afghanistan’s 370 districts have fallen since the beginning of May, she said. 
Most districts that have been taken are adjacent to provincial capitals, suggesting that the Taliban are positioning themselves to try and take these capitals once foreign forces are fully withdrawn, she noted.   
“This military campaign runs directly counter to recent statements by the head of the Taliban Political Commission that, and I quote, ‘We are committed to forging ahead with the other sides in an atmosphere of mutual respect (to) reach an agreement,’” she said.  
For the Taliban to continue this intensive military campaign would be a tragic course of action, Lyons said.  
“It should be emphatically clear that any efforts to install a militarily imposed government in Kabul would go against the will of the Afghan people, and against the stated positions of the regional countries and the broader international community,” she hinted.  
This comes as sources said Tuesday that 13 districts have fallen to the Taliban in the last 24 hours while the government retook control of three districts in the same period.  
The UN envoy said that they hoped to accelerate the stalled negotiations in Doha through a proposed conference in Turkey in April but the Taliban “never officially responded to the invitation.”  
She said that given the enormous suffering, UNAMA stresses the importance of putting victims and their needs at the forefront of the peace negotiations.   
“This must include specific protections for minorities. The ongoing, frequent attacks against the Hazara community in Kabul are a terrible reminder of how the overall conflict is being used to target certain groups,” she added. 
",2021-06-23T14:02:53+0430,https://tolonews.com/afghanistan-173024
384,"
Western Alliance Failed to Stabilize Afghan Situation: Russia
","
Russia’s Defense Minister Sergei Shoigu at the 9th Moscow Conference on International Security said on Wednesday that the Western alliance has failed to stabilize the situation in Afghanistan. 
“It must be admitted that over 20 years of stay in Afghanistan, a significant military contingent of the Western alliance has failed to achieve significant results in stabilizing the situation in the country and forming sustainable public administration structures,” Shoigu said, according to Russia’s RIA Novosti news agency. 
“There was high probability that after the withdrawal of NATO forces [from Afghanistan] a civil war would resume in the country with all negative consequences:  further deterioration in the life of the population; mass migration; and the spread of extremism to neighboring countries,” he said. 
In the meantime, the deterioration of the situation in Afghanistan amid the withdrawal of foreign forces causes ever growing concerns, Russian Deputy Permanent Representative to the UN Anna Yevstigneyeva said during the UN Security Council meeting on Afghanistan Tuesday, TASS News agency reported. 
""Today’s meeting takes place amid the withdrawal of foreign forces from Afghanistan, announced on April 14. The degrading situation causes ever-growing concerns,"" she said. ""The balance of power today does not look promising. Violence is rampant across the country."" 
""Just like twenty years ago, the terrorist threat remains a serious challenge in Afghanistan,"" she said, adding that the ""situation with drug production and drug trafficking"" also causes concerns. 
""In this regard, we note with regret that the peace process has stalled. We see that attempts to organize an international meeting were unsuccessful,"" the Russian envoy said. According to Yevstigneyeva,"" the success depends on the scrupulous work (of) all sides."" 
Also, the UN envoy in Afghanistan Deborah Lyons in a briefing to the United Nations Security Council said the recent “intensive military campaign” by the Taliban will lead to continued violence in the country, and she reiterated that any attempt to install a government in Kabul by force will go against everyone’s interest.   
Lyons said the Taliban’s intensive military campaign “will lead to increased and prolonged violence that would extend the suffering of the Afghan people and threaten to destroy much of what has been built and hard-won in the last two decades.”   
She said that the Taliban’s recent advances are even more significant and are the result of an intensified military campaign. More than 50 of Afghanistan’s 370 districts have fallen since the beginning of May, she said.  
Most districts that have fallen are adjacent to provincial capitals, suggesting that the Taliban are positioning themselves to try and take these capitals once foreign forces are fully withdrawn, she noted.    
“This military campaign runs directly counter to recent statements by the head of the Taliban Political Commission that, and I quote, ‘We are committed to forging ahead with the other sides in an atmosphere of mutual respect (to) reach an agreement,’” she said.   
For the Taliban to continue this intensive military campaign would be a tragic course of action, Lyons said.   
",2021-06-23T16:21:01+0430,https://tolonews.com/afghanistan-173029
385,"
Baghlan: Clashes Ongoing in Capital Pul-e-Khumri
","
Police special forces and commandos on Wednesday assured the people that soon Pul-e- Khumri city, capital of northern Baghlan province, will break free from the Taliban siege.  
Residents of the city told TOLOnews reporter Sharif Amiry, who is in Pul-e-Khumri, they have left all their belongings and moved to the secure parts of the city. 
“Not just in our village, if you see, the people are being displaced in every village, district and across the province,” said Sultan, a resident of Pul-e-Khumri. 
Dahna-e-Ghori, Burka, Nahrin, Jalga, Baghlan-e-Markzai and Doshi districts of Baghlan fell to the Taliban in the past two weeks, according to local officials and sources.
On the battlefield, police special forces, commandos and public uprising forces are fighting against the Taliban. 
“They (Taliban) blocked a road in PD2 (of Pul-e-Khumri) and we are going to clear the road,” said Fawad Nabard, commander of the 888 police unit. 
“The people must not lose their morale and must not fear. Nothing will happen, we will fight, and the people should just stay in their homes,” said Kaka Jan, a police officer.
TOLOnews' Amiry said that despite the ongoing clashes in Pul-e-Khumri, the people are continuing with their normal life and the shops and government organizations are open and conducting business.  
“The people have concerns. Six or seven districts fell to the Taliban and the central government has yet to pay attention to the situation,” said Manlang Andarabi, a resident of Pul-e-Khumri. 
“The government must send more troops to Baghlan and not let the property of the people and the government be stolen,” said resident Frayab Aslami.
Reports indicate that the Taliban has taken over the centers of Dand-e-Pathan and Janikhel districts in Paktia province, Shamalzai in Zabul province and Khash in northern Badakhshan province over the past 24 hours. 
However, the Afghan Ministry of Interior (MoI) has said that the Taliban’s recent military advance is temporary and will be pushed back soon by security forces. 
",2021-06-23T18:10:41+0430,https://tolonews.com/afghanistan-173033
386,"
Taliban’s Military Advance 'Temporary': MoI
","
Reports indicate that the Taliban have taken over the centers of Dand-e-Pathan and Janikhel districts in Paktia province, Shamalzai in Zabul province and Khash in Badakhshan province in the past 24 hours.
Meanwhile, sources confirm that eight district centers have fallen into Taliban control in the past 24 hours: Five districts (Said Karam, Ahmad Aba, Rohani Baba, Jani Khel and Dand-e Patan) in Paktia province, Khenjan in Baghlan, Shamalzai in Zabul and Khash in Badakhshan.
Meanwhile, footage on social media shows the Taliban claiming to have taken over Sher Khan Bandar port in the Imam Sahib district of Kunduz province.
The Afghan Ministry of Interior (MoI), however, has said that the Taliban’s recent military advance is temporary, and they will be pushed back soon by security forces.
“How have they gotten this much strength within a month's time and moved toward Mazar-e-Sharif, toward Faryab and Takhar? This is propaganda, it is a temporary thing, even the Taliban themselves do not believe that they have reached these regions,” said Naqibullah Fayeq, deputy minister of interior for security and strategy.
Meanwhile, Tajikistan’s media reported that over 130 Afghan border police who were deployed in Sher Khan Bandar port have fled to Tajikistan after facing Taliban attacks.
Security authorities in Kunduz province have said that the security forces are determined to retake lost territories from the Taliban.
“Our security forces show a strong spirit to resist, and have the courage to retake the district. God willing, we assure you that the enemy will never be able to takeover Ali Abad district,” said Mohammad Haikal, Ali Abad district governor.
“We retook Ali Abad region, we are now ready to move toward Khan Abad,” said Mohammad Omar Pakhsaparan, Aqtash district governor in Kunduz.
There are also reports that the Taliban has taken over Khash district.
In the past 48 hours, the Taliban also attacked Ab Band district in Ghazni and managed to take over a security checkpoint.
The Afghan government on Tuesday said that the Afghan National Security and Defense Forces (ANDSF) recaptured three strategic districts from the Taliban: Balkh district in Balkh, Dushi district in Baghlan and Ali Abad district in Kunduz.
",2021-06-23T18:15:40+0430,https://tolonews.com/afghanistan-173034
387,"
Operation Launched in Balkh to Retake Lost Ground: Commander
","
The commander of 209 Shaheen Army Corps, General Khanullah Shuja, on Wednesday said that the security forces have launched a major operation which is aimed to retake the territory lost to the Taliban in recent weeks.
He said that the defense of Mazar-e-Sharif is strong and that the Taliban will not be allowed to take over the city.
“There was speculation that the enemy would infiltrate the city, there were rumors that Marmul and Dehdadi have collapsed, no area has collapsed and will not collapse,” said General Khanullah Shuja.
Pul-e-Imam Bekri is currently the main battleground between the Taliban and the Afghan security forces in Balkh province in the north of Afghanistan. It is 20 kilometers from Mazar-e-Sharif city.
“To the east of this checkpoint is Balkh district, in the south, there is Chimtal and Sholgara districts. The Taliban are present around this checkpoint,” said Omar, a soldier in Balkh.
“We are ready to sacrifice our lives for this country; we will stay there forever as long as we are alive,” said Hafizullah, an Afghan National Police officer in Balkh.
“We are here to resist to the lost drop of our blood,” said Naweed, an ANP officer.
“We will move forward, we will not return to the past,” said Ghausuddin, an Afghan special operations officer in Balkh.
With the expansion of security threats in northern Afghanistan, hundreds of people in Balkh, Jawzjan, Sar-e-Pul and Faryab provinces have taken up arms in support of the Afghan National Security and Defense Forces (ANDSF).
",2021-06-23T18:24:55+0430,https://tolonews.com/afghanistan-173035
388,"
Govt Criticized for Limiting Access to Information
","
The government’s move to prevent media from seeking information from provincial council members has been met with a strong backlash from legal experts.
Legal experts argue that any move to limit access to information is against the Access to Information Law and is a move to suffocate press freedom and freedom of speech.
Meanwhile, lawmakers in Parliament have said that the government should cooperate with the media in terms of access to information instead of imposing restrictions.
This comes a day after Wahid Omar, a top adviser to President Ashraf Ghani on public relations and policy, announced he was limiting local leaders from speaking to the media:
“I have sent a letter to the provincial council members and requested that they do not speak as spokespersons for the security forces and not put themselves in the place of the security agencies,” said Omar.
“The provincial councils, as the representatives of the people, have the right to talk about the security situation in their respective provinces and speak about certain issues,” said legal expert Wahid Farzayee.
“The security institutions also have a legal responsibility to share the information with the people,” said Mohammad Ali Akhlaqi, a member of Parliament.
“Access to information and getting information about the security situation is the fundamental right of the people,” said Ainuddin Bahaduri, the head of the Access to Information Commission.
This follows Tuesday's appointment of General Ajmal Shinwari as the spokesman for the armed forces of Afghanistan. In the future, only the general will be authorized to speak on behalf of the security agencies. who said
This comes as the Taliban has increased their military attacks on government forces across Afghanistan.
",2021-06-23T18:54:25+0430,https://tolonews.com/afghanistan-173036
389,"
Ismail Khan: Leaders Blame Govt for Lack of National Consensus
","
Former mujahideen commander Mohammad Ismail Khan on Wednesday said that the government has disappointed the country’s political leaders by failing to form a national consensus on the issues facing the nation.
He said there are still disagreements over the formation of the Supreme State Council, for which there is a dire need. 
Meanwhile, the National Islamic Movement of Afghanistan party and other politicians have accused President Ashraf Ghani of failing to deliver on his promises about the creation of the Supreme State Council.
“I can say with certainty that a consensus will not be created because the political leaders believe that the head of govt (president) is not willing to implement his commitments,” said Ismail Khan.
“The president of Afghanistan travels to the United States with three people, he never respects the demands of the Afghan ethnicities,” said Ehsan Nairo, a spokesman for Marshal Dostum.
“Mr. Karzai has made many attempts to create a political and national consensus and he continues these efforts, but the question is: Who is creating the barriers? The people can judge that,” said Shahzada Massoud, a top aide to former president Hamid Karzai.
“I am really surprised about our politicians, they meet ten times a week, but no outcome emerges,” said Sayed Eshaq Gailani, the head of Nahzat-e-Hambastagi Milli party.
However, the Presidential Palace has said that the president has held several meetings in the past days with prominent political leaders in the country.
“In the political sphere, whether inside or outside the govt, there is consensus about one thing and that is we are united to combat the enemies,” said Wahid Omar, a top aide to President Ghani.
",2021-06-23T20:27:12+0430,https://tolonews.com/afghanistan-173038
390,"
Public Uprising Expands as Taliban Attacks Continue
","
Public uprisings against the Taliban are expanding in various regions of Afghanistan as the Taliban continues to mount attacks against government forces. 
In northern Jawzjan province, there are reports that women have taken up arms to fight the Taliban.
In Kohdman village in northern Kabul province, many armed residents filled the main road, pledging to fight the Taliban.
In Nangarhar and Laghman provinces in the east, the people have taken up arms to fight the Taliban, and also in the western province of Herat.
“At this point, the politics of bullying cannot rule, these armed men say that they will not allow the Taliban to rule them and burn their gardens and fields as in the past,” said Mir Naeem Haidari, deputy head of Kohdman council.
“Let us sit like two brothers and resolve the issues of Afghanistan,” said Mir Ghulam Jailani Darwish, a resident of Kohdaman.
Paying tribute to the ANDSF, MP Hazrat Ali said: “I know that you face hard days, but I congratulate you because you are the winners.” 
“We pledge to the Ministry of Defense that we will defend against the enemy,” said Ali Khan, a fighter with the public uprising forces.
This comes as the Taliban has taken over 70 districts in the country in the past two months. 
",2021-06-23T19:25:32+0430,https://tolonews.com/afghanistan-173039
391,"
Afghan Leaders Leave Kabul for Washington to Meet President Biden
","
President Ashraf Ghani on Wednesday evening left Kabul for a two-day visit to Washington where he will meet US President Joe Biden, other administration officials and US lawmakers, the Presidential Palace said.
President Ghani is accompanied by First Vice President Amrullah Saleh, Abdullah Abdullah, head of the High Council for National Reconciliation and other government officials.
Abdullah’s office said that Abdullah will meet with President Biden, other American officials and the legislators to discuss “a wide range of issues pertaining to current and future relations, commitments and peace.”
“President Biden looks forward to welcoming Afghan President Ashraf Ghani and Dr. Abdullah Abdullah, Chairman of the High Council for National Reconciliation, to the White House on June 25, 2021,” the White House said in a statement earlier this week.
The visit, the White House said, will highlight the enduring partnership between the United States and Afghanistan as the military drawdown continues.
""The United States is committed to supporting the Afghan people by providing diplomatic, economic, and humanitarian assistance to support the Afghan people, including Afghan women, girls and minorities,"" the statement said.
It added that the United States will remain ""deeply engaged"" with the government of Afghanistan to ensure the country never again becomes a ""safe haven for terrorist groups who pose a threat to the US homeland.""
The White House said that the US continues to ""fully support the ongoing peace process and encourages all Afghan parties to participate meaningfully in negotiations to bring an end to the conflict.""
This comes as the US and coalition forces have been withdrawing from Afghanistan and violence has intensified on multiple fronts across the country. About 70 districts has been fell to the Taliban in the past more than two months.
",2021-06-24T08:31:15+0430,https://tolonews.com/afghanistan-173047
392,"
Turkey Will Not Send More Troops for Kabul Airport Security
","
Turkey will not send additional troops to Afghanistan as part of a plan to run and secure the Hamid Karzai International Airport in Kabul after US and NATO forces leave the country.
This comes as Turkey has offered to take the security and run the airport after troops withdrawal from Afghanistan. 
TRT reports that a US delegation is expected to travel to Turkey to discuss Kabul airport's security on Thursday, according to Turkish Defense Minister Hulusi Akar.
Quoted by TRT, Turkish Defense Minister Hulusi Akar said on Wednesday that Turkey had a military presence in Afghanistan working under NATO's Resolute Support Mission to guard the airport for six years. 
He said details of the plan were still being discussed. 
TRT reports that Ankara has said it cannot carry out the mission without support. 
The Afghan government has said that it is in talks with Turkey over the security of Hamid Karzai International Airport in Kabul. 
Afghanistan will decide about the issue in light of its national interests, National Security Council said on June 18.
The Presidential Palace has pledged that all airports in Afghanistan will remain operational once the foreign forces withdraw from the country in the coming months.
",2021-06-24T09:52:07+0430,https://tolonews.com/afghanistan-173048
