,Title,Text,,Date_time,Title_KeyWord_match,Text_district_match
232,Afghan Forces Retake District in Parwan | TOLOnews,"The Afghan National Security and Defense Forces retook the control of Shiekh Ali district in Parwan province in central Afghanistan, security officials said Saturday.
There are reports that the Taliban has taken over Dand district in the southern province of Kandahar.
Security officials have said that fighting continues in 15 provinces including Taluqan city, Maimana city, Kandahar and Gahzni provinces.
“This war is not only the Taliban war, but it is a great conspiracy of the region, we will fight against it,” said Khair Mohammad Taimoor, police commander of Takhar.
“The enemy suffered casualties and retreated. We cleared surrounding areas of the city,” said Fida Mohammad, the commander of Afghan Special Forces in Takhar.
According to the Afghan Ministry of Defense (MoD), 284 Taliban fighters have been killed and over 200 more wounded in different parts of the country in the past 24 hours.
“Fighting is underway in the suburbs of the city, the people in Taluqan city are in fear during the nights,” said Arian, a resident in Taluqan city, the center of Takhar province in the northern Afghanistan.
“We call on the government to take Takhar out of this chaos,” said a resident of Taluqan Ahmad Zia.
Meanwhile, residents in Faryab have also expressed concerns over the fragile security situation.
“The situation in Faryab is very critical, unfortunately 14 districts of Faryab have collapsed,” said a resident in Faryab Khairullah Shuja.
“The situation is very tense, the war rages on inside the city,” said a resident in Maimana Jawed.
In the southern Afghanistan, there are reports that the Taliban have taken the control of Dand district.
“We have the military advancement continues so that the way is paved for the recapture of other districts,” said Fazluddin Ayyar, the governor of Parwan.
Some lawmakers in Afghanistan’s parliament meanwhile casted doubts over the collapse of districts in the southern Kandahar province.
“Kandahar has suffered political collapse. Several districts collapsed in one phone call,” said MP Khan Agha Rezayee.
Afghan government statistics show that 284 Taliban fighters were killed and 205 more were wounded in 15 provinces of the country in the past 24 hours. But Taliban has rejected the figures.
",,2021-07-17T19:05:07+0430,['district'],"['kandahar', 'taluqan', 'kandahar']"
5,Taliban Mounts 141 Attacks in 24 Hours: Sources | TOLOnews,"The Taliban conducted 141 attacks over the last 24 hours, mostly in Uruzgan, Zabul, Kandahar, Nangarhar, Badakhshan and Takhar provinces, sources said.
Information obtained by TOLOnews shows that in attacks by the Taliban in the last 24 hours at least 20 people were killed, including Peramqul Ziaee, a commander of public uprising forces in Takhar.
Information obtained by TOLOnews shows that Taliban in the last 24 hours at least 20 people were killed, including Peramqul Ziaee, a commander of public uprising forces in Takhar.
 
But the Defense Ministry said that the Taliban’s casualties were more than 100 in the last 24 hours. The Taliban rejected this figure. 
 
Data collected by TOLOnews shows that 438 members of Afghan forces and civilians were killed and more than 500 others were wounded in the last 30 days. The data shows that 190 bombings, targeted attacks and offensives happened in the last month. 
 
A reliable source meanwhile reported a Taliban attack on an outpost on the outskirts of Pul-e-Khumri city in Baghlan province. Sources said that three members of the police special unit were killed in the attack. 
 
Meanwhile, eight members of the public uprising forces were killed in a Taliban attack in Warduj district of Badakhshan province, three policemen were killed in Taliban attack in Zabul, two people were killed in a targeted attack in Kandahar, one person was killed in Gardez and one person was killed in an attack by unidentified armed men in Farah over the last 24 hours. 
 
“Attacks have been intensified in Uruzgan over the last few days. There are clashes every day,” said Amanullah Hotaki, head of the Uruzgan provincial council. 
 
“We witness blasts in Kunar every day. The government should prevent such attacks,” said Nasir Kamawal, a member of the Kunar provincial council. 
 
Some security officials said that May 1st witnessed an increase in Taliban attacks in parts of the country. 
 
“Over the last 24 hours, attacks were carried out in Panjwai, Arghistan, Maiwand, Shah Wali Kot, Nesh, Mianshin and Takhta Pul districts and other outposts,” said Jamal Barikzai, spokesman for the Kandahar police. 
The government forces said that all Taliban attacks were pushed back and they suffered heavy casualties. 
 
This comes as a US forces spokesman Col. Sonny Leggett on Saturday said that Kandahar Airfield received ineffective indirect fire on Saturday afternoon. No injury to personnel or damage to equipment, he said. 
Referring to this attack, US and NATO forces commander in Afghanistan Gen. Scott Miller said: “A return to violence would be one senseless and tragic. But make no mistake, we have the military means to respond forcefully to any type of attacks against the coalition and the military means to support the Afghan security forces. That would be a mistake to move in that direction.” 
 
“Security forces are in a better position,” said Fawad Aman, a spokesman for the Ministry of Defense. “The Taliban is faced with defeat on the battlefield and all their focus is on harming civilians.” 
 
The US forces started their withdrawal from Afghanistan on May 1st. 
 
The Defense Ministry said that Camp Antonik in the Washir district in the southern province of Helmand was officially handed over to the ANA’s 215 Maiwand Corp on Sunday.  
 
The ministry said the camp will be used as a base for Afghan special forces.
",,2021-05-02T18:36:12+0430,"['taliban', 'attack']","['kandahar', 'warduj', 'kandahar', 'gardez', 'kot']"
67,Security Agencies: ANDSF Fighting Taliban in 104 Districts | TOLOnews,"The Afghan National Security and Defense Forces (ANDSF) are currently fighting the Taliban in 104 provinces, the Afghan security agencies said on Tuesday, noting a 7 percent increase compared to the same period last year.
Reflecting on the numbers of Taliban attacks across the country, Ahmad Zia Saraj, the head of the Afghan intelligence agency—the National Directorate of Security (NDS)--said that the militant group has launched 3,500 attacks since the start of the year. 
Hayatullah Hayat, the acting minister of interior, said that the current war in Afghanistan is part of a propaganda effort of regional players, and stated that the Afghan National Police (ANP) is determined to support the ANA in repelling Taliban attacks.
On Tuesday, Afghanistan’s Meshrano Jirga—the upper house of Parliament--summoned the heads of Afghanistan’s security agencies to inquire about the security situation in the country.
Senators expressed surprise over the situation in some provincial capitals.
“There is a problem in the policy-making, there are management issues and nepotism and political issues facing the country’s security and defense forces which are creating major problems for us,” said Mohammad Alam Ezedyar, the deputy head of the Meshrano Jirga.
“The Taliban made their way very easily to the prison in Baghlan, they also reached Helmand and Baghlan--the head of NDS is here, we should have preemptive measures,” said senator Rahmatullah Achakzai.
“Why haven't you taken these measures before? Why don’t you have a proper plan against the enemies?” asked Senator Mualim Lalagul.
“The war has increased during the spring and everyone knows about it, our assessments indicate that there is a seven percent increase in the Taliban’s war,” said Hayatullah Hayat, the acting Minister of Interior.
“Your security and defense forces are very determined and prepared, the enemy has suffered massive casualties and they do not have more strength,” said Ahmad Zia Saraj, the head of NDS.
“Regional intelligence and our enemies are spreading propaganda suggesting that parts here and there in Afghanistan are collapsing; this calculation is totally wrong,” said Hayatullah Hayat.
“Nothing has changed in Pakistan’s intentions, so what is our duty? We should settle our internal problems. We must empower ourselves and this will prevent Pakistan’s interference,” said Ahmad Zia Saraj, the head of the NDS.
Acting Minister of Interior Hayatullah Hayat meanwhile said that regional intelligence agencies are behind the current war in Afghanistan, and he confirmed his ministry’s commitment to supporting the Afghan army in the fight against the militants.
“What were the factors that led to the collapse of checkpoints in Laghman? Why did you (security agencies) not provide support to the soldiers while they were appealing for assistance during the fall of Dawlat Shah district,” said Gul Mari Laghmani, a member of the Afghanistan parliament.
“What were the reasons and the factors behind the sudden security turbulence in Laghman? Isn’t there good coordination between the local administration? Or the center is not focusing on the issue? You must know about it,” said Mir Hatam Tarahkhel.
According to the local officials in Baghlan, recent battles have left 15,000 people homeless in Baghlan province.
“Over 15,000 families have been displaced and this is a large number, and the figures are increasing,” said Sharifullah Shafaq, the head of Baghlan's migration department.
“Baghlan and Laghman are both facing security threats, there are some other factors behind the security challenges, we are closely working on the issue; until now we have managed to prevent the conspiracy,” said Hayatullah Hayat, the acting Minister of Interior, referring to proxy interests behind the fighting. 
“There was a bombardment. I live around this clinic, which is destroyed now, nothing is left for us,” said Sher Azam, a resident of Baghlan-e-Markazi district.
“We evacuated and left all our belongings behind, all the people become displaced,” said Mohammad Ishaq, a resident of Baghlan.
Last month the Afghan Ministry of Refugees and Repatriations said that the two months of war had displaced over 8,000 families in northern Afghanistan.
Laghman, Kunduz, Baghlan, Helmand and Kandahar have all recently witnessed battles between the Afghan security forces and the Taliban.
Saraj meanwhile criticized Pakistan’s continued interference in Afghanistan’s affairs and called on the Afghan people to mobilize in order to face the country's current challenges.
In recent weeks the Taliban has launched major offensives in at least five districts across various provinces and seized control.  
",,2021-05-25T20:26:53+0430,"['taliban', 'district']",['kandahar']
157,"Samangan, Kapisa Residents Take Up Arms to Fight Taliban | TOLOnews","Residents in the provinces of Kapisa and Samangan have taken arms and pledged to push back attacks by the Taliban in their areas.
“If they (Taliban) are ready for peace, we are also ready, otherwise we will fight as in the past,” said Hamza Wahab, district governor for Hes-e-Awal Kohistan in Kapisa province.
“We will send forces to 34 provinces of Afghanistan, we will go to Takhar, Mazar, Kandahar and Badakhshan,” said Mohammad Iqbal Safai, MP.
“We want to warn the Taliban not to move toward this area. They will be killed, this area has been the graveyard of the Taliban and will remain so,” said a member of the public uprising force in Kapisa. 
Also in Samangan province the people have taken up arms to fight the Taliban.
“They attacked several districts and faced shameful defeats,” said Samangan governor Daud Kalakani.
The head of the National Directorate of Security (NDS) in Samangan told residents to defend their areas and to show no mercy with the Taliban, specifically to not let them ""remain alive.""
“It is officially an order, we do not want the Taliban to remain alive, no one should bring them back alive, we don’t want guests, kill them,"" said Sayed Amir Shah Sadat, the head of the NDS in Samangan.
“One of the key reasons that the public uprising forces are taking shape is that the Taliban treated the people badly in the past,” said Mohammad Ismail Khan, a former mujahideen commander.
After dozens of districts fell to the Taliban in the past two months, tribal elders and influential local figures have armed hundreds of their subordinates to deploy them to the front lines of the war.
",,2021-06-24T20:24:40+0430,"['take over', 'taliban']",['kandahar']
206,Taliban Says It Will Not Attack Provincial Centers | TOLOnews,"A Taliban delegation in Moscow said on Friday that it will not attack provincial centers – despite fighting by the group on the outskirts of many cities, including Qala-e-Naw in Badghis, over the last three days.
Sources from Kandahar on Friday said that the Taliban attacked District 7 of the city of Kandahar and captured two outposts.
The sources said that some residents of the area have left their homes, but Kandahar police said that more forces have arrived at the area to push back the Taliban attack.
Taliban negotiator Shahabuddin Delawar, who is in Moscow with two other members of the group, said that they will not attack cities to prevent bloodshed.
He said the reason behind their attacks is lack of addressing their demands for the release of their prisoners and removing the names of their leaders from UN blacklist.
Delawar said they are in talks with other Afghans to discuss a new system ""that should be Islamic, Afghan-inclusive and united.""
He added that they have “85% of Afghan soil under their control.”
According to him, they have over 250 districts in Afghanistan under their control and over 170 of them have been taken over in the last two months.
In response to a question whether they will favor a return of Taliban’s emirate, Delawar said that the issue will be decided upon in the intra-Afghan peace negotiations.
He said that all Afghan border towns taken over by the Taliban will remain active. He vowed to address traders' problems.
The Taliban members sought to signal that they did not pose a threat to the wider region however.
They said the Taliban will do all it could to prevent Daesh operating on Afghan territory and that it will also seek to wipe out drug production.
“We will take all measures so that Daesh will not operate on Afghan territory,” Delawar said. “Our territory will never be used against our neighbors.”
",,2021-07-09T14:09:04+0430,"['taliban', 'attack']",['kandahar']
247,Sources Allege 100 Civilians Killed After Fall of Spin Boldak | TOLOnews," Unidentified gunmen reportedly have killed ""over a 100 civilians"" in Spin Boldak district of Kandahar province, sources familiar with the matter said on Thursday.
The Afghan Ministry of Interior (MoI) confirmed the report, saying these civilians were killed without any reason.
The Afghan government blamed the Taliban for the murder of civilians.
“The brutal terrorists on the order of their Punjabi bosses (Pakistan) ambushed the homes of the innocent Afghans in certain areas of Spin Boldak, looted the homes and martyred 100 innocent people,” said Mirwais Stanekzai, a spokesman for the Ministry of Interior.
“This unveils the real face of the cruel enemy,” added Stanekzai.
Meanwhile, a member of Kandahar's provincial council has said that two of his sons were taken from their home a day before Eid began and both were killed by the unidentified gunmen.
The Taliban has denied any involvement in the killing of civilians.
Fida Mohammad Afghan, a member of Kandahar's provincial council, said that unidentified gunmen took his two sons out of the house a day before Eid and then killed them. Afghan is a resident of Spin Boldak.
Afghan said that his sons were not associated with any military group.
“They say that they were not associated with the movement (Taliban), but whoever they are, they must be apprehended and they must be brought to justice,” said Fida Mohammad Afghan, a member of the Kandahar provincial council.
“Some people say they have taken away 380 people, and those who were killed are still lying there,” said Fida Mohammad Afghan.
According to the Afghan security agencies, the dead bodies of several civilians are still lying on the ground in Spin Boldak.
Afghan security authorities have blamed the Taliban for the murders.
“They (Taliban) even resorted to the looting of the homes of civilians and govertment offices including the destruction of public infrastructure,” said Rohullah Ahmadzai, a spokesman for the Ministry of Defense. “They also assassinated the civilians,” Ahmadzai further said.
Taliban spokesman Zabihullah Mujahid rejected the allegations.
“They (Taliban) conduct these acts on the orders of their masters, they want to give the color of an ethnic war to their proxy war,” said Stanekzai.
“People who are in battle zones shouldn’t be harmed. Harming the families is a prohibited move,” said MP Gul Ahmad Kamin.
Currently, Spin Boldak district is under the control of the Taliban.
",,2021-07-22T20:35:40+0430,['fall'],['kandahar']
286,Justice Minister Accuses Taliban of War Crimes | TOLOnews,"Justice Minister Fazel Ahmad Manawi on Monday said the Taliban is guilty of war crimes for torturing and killing war hostages. He said the group is not committed to adhering to any international laws or humanitarian norms. 
Manawi said that all crimes against humanity committed by the Taliban should be assessed at the national and international levels.
A video circulating on social media shows Taliban militants killing an army commander after he is arrested by the group.
Specifically, the video shows the moment when Colonel Abdul Hamid Hamidi, the commander of the 1st Regiment of the Afghan Army’s 207 Zafar Corps in Herat, is taken captive. Security officials said the colonel was arrested with five of his soldiers and then he was shot and killed.
“What is done by the Taliban is a violation of human rights, a violation of international law and is an international crime and humanitarian crime,” Manawi said.
A watchdog organization said that it has registered many such incidents of war crimes committed by the Taliban.
“Shooting captives is against the law and is a crime under national and international laws as well as under Sharia law,” said Mohammad Ayub Yusufzai, a member of the Afghanistan Independent Human Rights Commission.
The Taliban did not comment on the matter.
Another video that has been confirmed by a Taliban spokesman shows two people killed after a guilty verdict by a kangaroo court for charges of robbery.
“They want to cause horror among the people to the extent that people are afraid of them,” said Injila Rahil, the deputy chairperson of the lawyers' union.
President Ashraf Ghani, who attended a special session of the houses of Parliament on Monday said the Taliban has become crueler compared to the past.
“Talib attacks are more violent, more bloodthirsty and more oppressive,” Ghani said.
Back in June, 23 members of an Afghan special force unit were executed by the Taliban in Faryab province after they surrendered to the group. Moreover, a famous comedian, Mohammad Khasha Zwan, was killed in Kandahar after he was taken captive by the group late last month. 
",,2021-08-02T20:10:17+0430,['taliban'],['kandahar']
325,Taliban Ignored Pleas to Spare Khasha's Life: Family | TOLOnews,"The family of Khasha Zuwan Kandahari, a famous comedian in the southern province of Kandahar who was killed by the Taliban, in an interview with TOLOnews said that Khasha was not a member of the Afghan police as the Taliban claimed. 
Aziza, Khasha’s wife, said that the Taliban entered their house and ignored even the scream of his small daughter to spare his life.
She said that the Taliban killed Khasha only two hours after his arrest.
Khasha’s wife is now responsible for their six children. 
She said the family does not have 2,000 Afs to pay the rent for the house.
“The children say 'we want to see our father,' they were pushed back by (the Taliban),” said Aziza.
“What can I say to the Taliban? May God punish them,” said Aziza.
“I asked my father, 'what you did that the Taliban are here for you?' and he said: 'I have done nothing,' said Wakil Ahmad, Khasha’s son.
“My father was trying to bring a smile to the face of the people, I was devastated when I saw the killing of my father,” said Noor Ahmad, Khasha’s son.
Previously the Taliban spokesman told TOLOnews that Khasha Zuwan was a member of the Afghan police and that the comedian had insulted the Taliban.
The Taliban spokesman said that the group will investigate the way Khasha was murdered.
Khasha’s family has denied he had any links to the police. His family said that Khasha was performing for the security forces to earn money. 
",,2021-08-11T20:42:32+0430,['taliban'],['kandahar']
150,Taliban’s Military Advance 'Temporary': MoI | TOLOnews,"Reports indicate that the Taliban have taken over the centers of Dand-e-Pathan and Janikhel districts in Paktia province, Shamalzai in Zabul province and Khash in Badakhshan province in the past 24 hours.
Meanwhile, sources confirm that eight district centers have fallen into Taliban control in the past 24 hours: Five districts (Said Karam, Ahmad Aba, Rohani Baba, Jani Khel and Dand-e Patan) in Paktia province, Khenjan in Baghlan, Shamalzai in Zabul and Khash in Badakhshan.
Meanwhile, footage on social media shows the Taliban claiming to have taken over Sher Khan Bandar port in the Imam Sahib district of Kunduz province.
The Afghan Ministry of Interior (MoI), however, has said that the Taliban’s recent military advance is temporary, and they will be pushed back soon by security forces.
“How have they gotten this much strength within a month's time and moved toward Mazar-e-Sharif, toward Faryab and Takhar? This is propaganda, it is a temporary thing, even the Taliban themselves do not believe that they have reached these regions,” said Naqibullah Fayeq, deputy minister of interior for security and strategy.
Meanwhile, Tajikistan’s media reported that over 130 Afghan border police who were deployed in Sher Khan Bandar port have fled to Tajikistan after facing Taliban attacks.
Security authorities in Kunduz province have said that the security forces are determined to retake lost territories from the Taliban.
“Our security forces show a strong spirit to resist, and have the courage to retake the district. God willing, we assure you that the enemy will never be able to takeover Ali Abad district,” said Mohammad Haikal, Ali Abad district governor.
“We retook Ali Abad region, we are now ready to move toward Khan Abad,” said Mohammad Omar Pakhsaparan, Aqtash district governor in Kunduz.
There are also reports that the Taliban has taken over Khash district.
In the past 48 hours, the Taliban also attacked Ab Band district in Ghazni and managed to take over a security checkpoint.
The Afghan government on Tuesday said that the Afghan National Security and Defense Forces (ANDSF) recaptured three strategic districts from the Taliban: Balkh district in Balkh, Dushi district in Baghlan and Ali Abad district in Kunduz.
",,2021-06-23T18:15:40+0430,"['taliban', 'advance']","['khash', 'khash', 'kunduz', 'kunduz', 'ghazni', 'balkh', 'dushi', 'kunduz']"
162,Afghan Forces Retake 6 Districts from Taliban: Defense Ministry | TOLOnews,"Afghan forces retook the control of six districts from the Taliban in three provinces in the last 24 hours, major progress following the back-to-back fall of territory to the militants.
The districts include Andkhoi and Khan Chahar Bagh in Faryab, Khinjan and Doshi in Baghlan, and Ahmad Aba and Sayed Karam in Paktia.
At the same time, sources said that three districts -- Khost Firing and Guzargah-e-Noor in Baghlan and Dolina in Ghor -- have fallen to the Taliban in the last 24 hours.
This comes as heavy fighting is underway between the Afghan security forces and the Taliban in several areas in the country, particularly in the northern provinces of Baghlan, Kunduz, Faryab, and Sar-e-Pul.
“The enemy has no longer a line. They suffered massive casualties and were pushed back,” said Abdul Basir Salangi, a senior adviser to High Council for National Reconciliation, who has gone to Salang district in Parwan to support security forces.
“All resources are available. The security forces have enough strength. What we need is high morale and strong determination. Our security forces are ready to fight the enemy,” said MP Sadiq Qaderi.
Meanwhile, the US State Department has said that Washington was assessing to find out whether the Taliban is willing to end the conflict through a diplomatic solution or insists on the military takeover of Afghanistan.
""We're looking very carefully at the situation on the ground in Afghanistan, and we're also looking very hard at whether the Taliban is at all serious about a peaceful resolution to the conflict. We continue to be engaged in diplomacy, but actions that would try to take the country by force are of course totally inconsistent with finding a peaceful resolution,” said US Secretary of State Antony Blinken.
Recent clashes have displaced many families in various provinces. 
“A mortar landed. Several people were wounded and martyred,” said Bashir Ahmad, a wounded person in Kunduz.
Sources have told TOLOnews that a vehicle belonged to public uprising forces in Shinwari district was attacked in Dara-e-Ghorband in which three of these forces were killed and nine others were wounded.
“Our brave security and defense forces are advancing. City belts are very strong,” said Najibullah Amarkhel, acting governor of Kunduz.
“We have cleared those areas that had fallen to the enemy. We are ready to redeploy our forces,” Faryab police chief Ghaibullah Sadat said.
",,2021-06-25T20:03:37+0430,"['district', 'taliban']","['khinjan', 'kunduz', 'kunduz']"
160,Security Forces Confront Taliban Offensives in Baghlan | TOLOnews,"Taliban offensives in Pul-e-Khumri city in Baghlan to break the defensive fronts but they faced strong response by Afghan commandos and police special forces and their attacks were pushed back; however, pressure remains on the capital city. 
The security forces assured that they will prevent the Taliban from entering Pul-e-Khumri.
Heavy clashes have been underway on the outskirts of Pul-e-Khumri city for the last five days. But security forces have managed to prevent the group from entering the capital city. Pul-e-Khumri city witnessed intense clashes between security forces and the Taliban on Thursday night. Trapped civilians on both sides of the battlefield spent a night full of panic.
“Taliban had launched offensives in Block Ha and Band-e-Dowom areas. They fled when we arrived on the battlefield,” said Sediqullah, a commander of commando in the northeast zone.
“Clashes are underway. We struck the enemy strongly,” said Payenda, a commander of the 888 Police Special Unit.
Baghlan residents are backing Afghan security forces by taking arms and fighting along with them. They are protecting every street to prevent the Taliban from entering their city. 
“We won’t let the enemy achieve its evil ends,” a special forces member Basir Tokhtah said.
This comes as Afghan forces retook the control of six districts from the Taliban in three districts in the last 24 hours, a major progress following back-to-back fall of territory to the militants. 
The districts include Andkhoi and Khan Chahar Bagh in Faryab, Khinjan and Doshi in Baghlan, and Ahmad Aba and Sayed Karam in Paktia, according to information provided by the Ministry of Defense.
",,2021-06-25T21:35:48+0430,['taliban'],['khinjan']
163,Pakistan Won’t Take Military Action against Afghan Taliban: Khan | TOLOnews,"Pakistan’s Prime Minister Imran Khan said on Friday that his country will not take military action against the Taliban if the group takes over Afghanistan by force.
Quoted in an article by The New York Times, Khan said that “Pakistan will only recognize a government which is chosen by the people of Afghanistan, whichever government they choose.”
“Let me assure you, we will do everything except use military action against the Taliban,” Khan replied when asked what Pakistan would do if the Taliban took over Afghanistan by force. “I mean, we will do everything up to that. All sections of our society have decided that Pakistan will take no military action.”
“Now, we are fencing it, and almost 90 percent of the border, we’ve fenced now,” Khan said. “What if [the] Taliban try to take over Afghanistan through [the] military? Then we will seal the border because now we can, because we have fenced our border, which was previously [open], because Pakistan does not want to get into, number one, conflict, secondly, we do not want another influx of refugees.”
Khan said that after the US withdrawal, he wished that Pakistan and the US could fix their “lopsided” equation of the past. 
The remarks come as violence remains high in the country following a sharp rise in the Taliban’s offensives against government forces. Afghan forces retook the control of seven districts from the Taliban in three provinces in the last 24 hours.
The districts include Andkhoi and Khan Chahar Bagh in Faryab, Khinjan and Doshi in Baghlan, and Ahmad Aba, Mirzaka and Sayed Karam in Paktia, according to the Defense Ministry.
At the same time, sources said that three districts -- Khost Firing and Guzargah-e-Noor in Baghlan and Dolina in Ghor -- have fallen to the Taliban on Thursday and Friday.
Heavy fighting is underway between government forces and the Taliban in several areas in the country, particularly in the northern provinces of Baghlan, Kunduz, Faryab, and Sar-e-Pul where hundreds of locals have taken up arms to fight against the group in support of Afghan troops.
",,2021-06-26T15:53:26+0430,"['take over', 'taliban']",['khinjan']
120,Attacking Polio Vaccinators Means Children Will Suffer: MoPH | TOLOnews,"The Afghan Ministry of Public Health (MoPH), referring to the killing of at least five polio vaccinators in the eastern province of Nangarhar, on Wednesday said that the attack on health workers, including the polio vaccinators, will cause the paralysis of more children in Afghanistan.
The health ministry said that security threats in the past years have deprived nearly 3.5 million children of polio vaccination.
“Can I take back my brother in exchange for 300 Afs? What should I do now, what should I do with this govt,” said the brother of one of the victims.
“There have been no proper security measures for the vaccinators, the vaccinators implement polio to both parties (govt and Taliban areas),” said Attaullah Khogyani, a spokesman for Nangarhar governor.
The recent attack on polio vaccinators in Nangarh marks the second deadly attacks on them in the past two months.
“49 children were infected with the poliovirus in the past six months, when we compare this with the statistics that we recorded from last year, they look like similar figures,” said Dastagir Nazari, a spokesman to MoPH.
“The government has a responsibility to provide secuity for those who serve the people, including the doctors and those performing the vaccination,” said Robina Jalali, an MP. 
",,2021-06-16T18:30:33+0430,['attack'],['khogyani']
191,Nine Districts Fall to Taliban as Fighting Continues | TOLOnews,"Sources said on Sunday that the centers of nine more districts were captured by the Taliban in the last 24 hours – six districts in Badakhshan, one in Kandahar, one in Paktika and one in Takhar.
The districts include Kofab, Argo, Kohistan, Zibak, Yawan and Baharak in Badakhshan, Panjwai in Kandahar, Zerok in Paktika and Worsaj in Takhar. They all fell to the Taliban between Saturday evening and Sunday evening. 
“The operations we had in the last 24 hours were in Laghman, Nijrab district in Kapisa and Shinwari in Parwan, and in Ghazni--where we inflicted casualties on the enemy,” said Maj. Gen. Hibatullah Alizai, the commander of the Special Forces Corps. 
The Army’s 217 Pamir Corps said the Taliban suffered casualties in Afghan forces operations in Baharak district in Badakhshan.
“The enemy sustained 30 to 40 casualties in Baharak,” commander of the corps, Abbas Tawakuli said.
In Badakhshan, 17 districts fell to the Taliban in the last few days. Some Tajik media outlets have reported that at least 300 members of the Afghan military have gone to Tajikistan through border towns.
However, officials in Badakhshan pledged to ensure the security of the capital city, Faizabad, and on Sunday the MoD said commando forces had been deployed to Faizabad.
“We are monitoring the security situation. We feel your concerns. We will serve you until the last drop of our blood,” said Badakhshan governor Ahmad Bashir Samim.
In Takhar province, which neighbors Badakhshan, the residents said all districts have fallen to the Taliban except Taluqan, the capital city.
“The city of Taluqan has been under siege by the Taliban for the last two weeks. The central government has paid no attention,” said Najibullah, a Takhar resident.
“We witness the Takhar youth martyred every day,” said Hasibullah, a Takhar resident.
Meanwhile, on Saturday, a day after the withdrawal of the US military from Bagram Airfield, a group of 20 Taliban fighters attacked a border police outpost at Zhala village between Bagram and Koh-e-Safi districts in Parwan, but local officials said the attack was pushed back by security forces.
“The security and defense forces and the public forces led by Gen. Abdul Raziq caused a major defeat for the enemy and inflicted casualties on them,” said Parwan governor Fazluddin Ayar.
Two Taliban attacks, one on Sarubi district in Kabul and the Dasht-e-Tob area in Sayed Abad district of Maidan Wardak, are two other security incidents in the last 24 hours. 
",,2021-07-04T20:24:23+0430,"['district', 'fall', 'taliban']","['kohistan', 'yawan', 'baharak', 'kandahar', 'shinwari', 'bagram', 'kabul']"
176,Afghan Forces Retake Two Districts in Faryab | TOLOnews,"Afghan security forces retook the control of Pashtun Kot and Khan Chaharbagh districts in the northern province of Faryab on Monday, the Ministry of Defense said in a statement.
The clearance operation was launched by the security forces on Monday and later in the day they retook the control of the two district from the Taliban.
The Afghan army also reported advances in their operations to retake Khwaja Omari district in central Ghazni province and Shinwari district in Parwan. 
On Monday, four districts in two provinces fell under Taliban control in the last 24 hours; however, Afghan forces also made advances in Kunduz and Takhar, officials and other sources said.
The centers of Khwaja Omari, Muqor and Waghaz districts in Ghazni and Khoshamand district in Paktika fell to the Taliban in the last 24 hours, according to sources.  
“From 18 districts in Ghazni, I think seven districts have fallen to the Taliban. In three districts, only the center is under government control and three are somehow good,” said Khoddad Irfani, an MP from Ghazni. 
“Some bases and districts have already fallen (to the Taliban). Two more districts fell to the militants in the last 24 hours,” said Hamidullah Noori, member of the Ghazni provincial council. 
After two weeks of clashes in different parts of Kunduz, particularly on the outskirts of Kunduz city, some stability has been restored since Sunday night. 
“The situation in the city is good, it is improving. All shops have been reopened,” Kunduz resident said. 
The security forces said they will continue their efforts to strengthen their posts on the outskirts of Kunduz city. 
“All the security forces who have come to the center of Kunduz from other districts have been deployed to different parts of the city,” said Shah Mahmood Fazli, acting commander of the first regiment of 217 Pamir Corps. 
He also said the Taliban receive medical treatment in Pakistani hospitals.   
",,2021-06-29T10:01:22+0430,['district'],"['kot', 'ghazni', 'waghaz', 'ghazni', 'ghazni', 'kunduz', 'kunduz']"
85,"Taliban Control Key Dam in Kandahar, Farmers Plead for Water | TOLOnews","Dahla Dam, a main irrigation source for surrounding areas in Kandahar, continues to remain under Taliban control for the past month.
The Dahla Dam is one of the main water sources providing water to agricultural land in seven districts in the province. But the Taliban's control of the dam has deprived farmers of irrigation water.
Farmers in Kandahar said their gardens and agricultural lands will be devastated if swift action is not taken to continue the flow of water.
The Taliban said that irrigation experts are allowed to come and regulate the water distribution from the dam to the farmers' fields. But the Afghan government has said that it plans to launch an operation to clear the area from Taliban control.
Lands in Arghandab, Shah Wali Kot, Zhari, Maiwand, Panjwayi, Daman and Dand districts are dependent on the water that flows from the Dahla Dam. 
“Water is the blessing of God and we are Muslims, why is the government closing the dam, why are they destroying the country?"" asked Hairan, a farmer in Kandahar.
“It is now the season of growth of pomegranates, if water does not come, they will be affected,” said Kandahar farmer Abdul Raziq.
“The operation moves forward in a good way, our forces will soon get their objectives,” said Ghorzang Afridi, the head of the security department at Kandahar police headquarters.
“It's natural for the enemy to destroy the things that are in the interest of the people, but our security forces are defending them with full dignity and courage,” said Abdul Matin Hussainkhel, the commander of 205 Shaheen Army Corps.
",,2021-06-02T19:47:09+0430,"['taliban', 'control']","['kot', 'zhari', 'panjwayi', 'daman', 'kandahar', 'kandahar']"
